Tweets,Polarity,Subjectivity,labels
pentair see unusu larg option volum pnr,0.0,0.0,Neutral
xyl manchest citi announc new global partnership xylem stock news alert app,0.0681818181818181,0.2272727272727272,Positive
dollar tree dltr cover analyst citigroup,0.0,0.0,Neutral
read short articl ron alvarez highlight blockchain potenti,0.0,0.3,Neutral
christma juli kimco realti corpor investor buy reit buy kim happi swan invest,0.0,0.0,Neutral
nvcn neovasc support mtg xlv celg endp gild czr ngd luv hal gern gld aig wmt jci glw aker,0.0,0.0,Neutral
read short articl ron alvarez highlight blockchain potenti,0.0,0.3,Neutral
jec jacob jacob select eastman construct mainten turnaround servic two manufac stock news alert app,0.0,0.0,Neutral
american electr power aep cover barclay,0.0,0.0,Neutral
launch list mnk wti depo pah acl,0.0,0.0,Neutral
edison intern eix research coverag start barclay,0.0,0.0,Neutral
launch list mnk wti depo pah acl look forward anoth green day spi,-0.2,0.3,Negative
everest group allstat head head analysi,0.0,0.0,Neutral
wec energi group wec research coverag start barclay,0.0,0.0,Neutral
avangrid agr versu edison intern eix head head review,0.0,0.0,Neutral
jacob win contract eastman chemic premarket jec,0.8,0.4,Positive
vectren centerpoint discus pend approv util vvc cnp merger,0.0,0.0,Neutral
financi analysi leucadia nation luk versu teijin adr rep tinli,0.0,0.0,Neutral
earn per share expect aon plc aon quarter,0.0,0.0,Neutral
critic analysi teijin adr rep tinli leucadia nation luk,0.0,0.0,Neutral
centerpoint energi cnp amp empresa distribuidora cmrz nrt edn financi comparison,0.0,0.0,Neutral
short sale vol short interest cbl cone bxp ctt tco,0.0,0.3,Neutral
xlnx new insid file svp fpga amp silicon tech william christoph madden,0.1363636363636363,0.4545454545454545,Positive
haven advisor llc lift posit rockwel collin inc col million stock valu volatil,0.0,0.0,Neutral
financi initi premarket cboe cme ozrk slm,0.0,0.0,Neutral
rockwel collin inc col valuat volatil haven advisor llc rais million posit,0.0,0.0,Neutral
rockwel collin inc col stock volatil haven advisor llc increas hold,0.0,0.0,Neutral
notabl two hundr day move averag cross etr energi,0.0,0.0,Neutral
ameren aee receiv new coverag analyst barclay,0.1363636363636363,0.4545454545454545,Positive
ameren aee receiv new coverag analyst barclay,0.1363636363636363,0.4545454545454545,Positive
monsanto mon given consensu rate hold analyst,0.0,0.0,Neutral
monsanto mon receiv averag rate hold analyst,0.0,0.0,Neutral
hot stock consider udr inc nyse udr udr stock stockmarket,0.25,0.8500000000000001,Positive
globu medic gmed becton dickinson bdx head head review,0.0,0.0,Neutral
torchmark tmk amp voya financi voya head head contrast,0.0,0.0,Neutral
financi contrast torchmark tmk amp voya financi voya,0.0,0.0,Neutral
stericycl inc srcl given consensu rate hold brokerag,0.0,0.0,Neutral
stericycl inc srcl given consensu recommend hold brokerag,0.0,0.0,Neutral
aon technic alert upsid dma break new uptrend cross dma stochast reach,0.0681818181818181,0.2272727272727272,Positive
contrast vocera commun vcra lumentum lite,0.0,0.0,Neutral
citigroup trim westrock wrk target price,0.0,0.0,Neutral
wec energi group wec price target rais citigroup,0.0,0.0,Neutral
sode sign mou tadrc inc increas mil complet next day,0.0,0.0,Neutral
wec energi group wec price target rais citigroup,0.0,0.0,Neutral
dri bulk ship stock poi jump via dcix top dri,0.5,0.5,Positive
nuan nuanc commun stock stockstowatch,0.0,0.0,Neutral
mmyt mbcn ntwk wnc stl vli mur nom mth cub detail,0.0,0.0,Neutral
lumentum lite given price target craig hallum,0.0,0.0,Neutral
gentex corp com gntx holder reinhart partner inc decreas stake,0.0,0.0,Neutral
friday close gap monday three week ago hold pre market resist trade,0.0,0.0,Neutral
reinhart partner inc decreas hold gentex corp com gntx stock declin,0.0,0.0,Neutral
gentex corp com gntx holder reinhart partner inc decreas hold million,0.0,0.0,Neutral
initi aep aiz amr apl bip cboe ceqp cfrx cio fosl gdot good hear kalv kri lyb myok nbl new,0.4181818181818181,0.5272727272727273,Positive
initi ngl nvmm oprx pypl rckt sfix shlx slm txn usau usx vne vrca wal wtw xel,0.0,0.0,Neutral
evgn mon partner amp big stake,0.0,0.1,Neutral
qorvo announc propos million senior note offer qrvo,0.0,0.0,Neutral
nuanc commun inc nuan declin short share,0.0,0.3,Neutral
qrvo qorvo announc propos million senior note offer,0.0,0.0,Neutral
short sale vol short interest phm tol kbh mdc dhi,0.0,0.3,Neutral
willi tower watson launch tailor cyberinsur coverag construct industri wltw,0.0,0.0,Neutral
wltw willi tower watson launch tailor cyberinsur coverag construct industri nasdaq wltw,0.0,0.0,Neutral
head head comparison hibbett sport hibb versu barn amp nobl educ bned,0.0,0.0,Neutral
ecl max pain matur maxpain option,0.0,0.0,Neutral
analyst feel novavax inc nvax decreas seller,0.0,0.0,Neutral
wltw willi tower watson launch tailor cyberinsur coverag construct industri,0.0,0.0,Neutral
everi step cockroach start enjoy problem sfix hear,0.4,0.5,Positive
discus stir around centerpoint energi inc cnp week analyst say,0.0,0.0,Neutral
analyst bullish centerpoint energi inc cnp week,0.0,0.0,Neutral
analyst bearish centerpoint energi inc cnp last week,0.0,0.0666666666666666,Neutral
recent cnp technic alert slingshot bullish plu alert,0.0,0.25,Neutral
diana containership inc press releas dcix maritim contain ship,0.0,0.0,Neutral
pten patterson uti energi million gain pten made notabl gain,0.0,0.0,Neutral
stephen releas research report aer gtim rgen slm sjm usx siresearch,0.0,0.0,Neutral
pnr open interest matur high put high call maxpain option,0.1066666666666666,0.5266666666666667,Positive
disck max pain matur maxpain option,0.0,0.0,Neutral
unusu heavi option volum today open includ fisv fast rop fti pep,0.1,0.55,Positive
amaz big data play read follow share great content info amzn nvda cdlx goog,0.4,0.425,Positive
unusu heavi option volum today open includ fisv fast rop fti pep,0.1,0.55,Positive
social trend scan sfix twtr mro frac crzo ssti sam col ntap apc,0.0333333333333333,0.0666666666666666,Positive
ansi inc ans given consensu recommend hold analyst,0.0,0.0,Neutral
mohawk industri lower report potenti downgrad mhk,0.0,0.0,Neutral
get paw pet stock bayri cent hsic hska pdco pet,0.0,0.0,Neutral
stock predict upsid target week adx ipg mck rost calm,0.3,0.75,Positive
qrvo struggl move get ball roll,0.0,0.0,Neutral
qrvo short aug put annual return long day trade ref ish,-0.025,0.35,Negative
rop roper technolog best perform dividend aristocrat past decad good invest,0.4833333333333333,0.3833333333333333,Positive
trend revers alert fbh fortun brand home tradeidea via free trade room,0.4,0.8,Positive
aht cbl ddr ewr frel fri icf ilpt inn iyr kbwi nure ppti rem rez roof rore rtl rvi rwr schh,0.0,0.0,Neutral
cxw gov ilpt irm iyr jcap mpw plym soho stag umh unit win wpg gnl,0.8,0.4,Positive
cxw gov ilpt irm iyr jcap mpw plym soho stag umh unit win wpg gnl,0.8,0.4,Positive
aep max pain matur maxpain option,0.0,0.0,Neutral
cxw gov ilpt irm iyr jcap mpw plym soho stag umh unit win wpg gnl,0.8,0.4,Positive
scor scryy torchmark tmk critic contrast,0.0,0.0,Neutral
scor scryy amp torchmark tmk financi comparison,0.0,0.0,Neutral
qrvo qorvo announc propos offer mln princip amount senior note due,-0.125,0.375,Negative
today citigroup reconfirm neutral rate wec energi group wec target price,0.0,0.0,Neutral
new york wec energi group wec stock neutral rate reiter citigroup share,0.1363636363636363,0.4545454545454545,Positive
key research analyst citigroup reconfirm neutral rate wec energi group wec share today,0.0,1.0,Neutral
target citigroup reconfirm buy rate westrock wrk share today,0.0,0.0,Neutral
arqul strong pipelin licens agreement arql exel arri aveo,0.4333333333333333,0.7333333333333333,Positive
westrock wrk citigroup reiter buy rate today target share,0.0,0.0,Neutral
citigroup reaffirm target price per share westrock wrk stock also reiter thei,0.0,0.0,Neutral
citigroup kept westrock wrk buy target price per share,0.0,0.0,Neutral
centerpointenergi cnp bidaskscor downgrad held,0.0,0.0,Neutral
oneok inc oke report declin seller strong momentum long,0.1916666666666666,0.5666666666666667,Positive
reach mileston oneok inc oke short interest reveal someth,0.0,0.3,Neutral
buy oneok inc oke lower short interest win strategi,0.4,0.35,Positive
steak sizzl top perform asx mine oilandga amp explor stock last week asn adi val wec rlc,0.25,0.2833333333333333,Positive
hershey webcast second quarter confer call hsi,0.0,0.0,Neutral
hsi hershey webcast second quarter confer call nyse hsi,0.0,0.0,Neutral
mchp sinc bullish setup notif mon jul swingtrad,0.0,0.0,Neutral
hsi hershey webcast second quarter confer call,0.0,0.0,Neutral
oneok inc new oke holder capit one nation associ rais hold million market valu rose,0.3681818181818181,0.7022727272727273,Positive
capit one nation associ increas stake oneok inc new oke,0.1363636363636363,0.4545454545454545,Positive
oneok inc new oke stake boost capit one nation associ,0.1363636363636363,0.4545454545454545,Positive
midday tweet micro cap check gambist top fat clsn evgn dfbg mgen clp fred mnkd gnca,0.5,0.5,Positive
snp max pain matur maxpain option,0.0,0.0,Neutral
oneok inc oke stock buy make week high,0.16,0.5399999999999999,Positive
analyst feel oneok inc oke touch week high,0.16,0.5399999999999999,Positive
oneok inc oke fuel run low stock reach week high today,0.08,0.4199999999999999,Positive
earn per share expect allegion plc all quarter,0.0,0.0,Neutral
zack brokerag anticip allegion plc all announc earn per share,0.0,0.0,Neutral
earn per share expect allegion plc all quarter,0.0,0.0,Neutral
short term technic setup hal pten energyplay scaleinlong buyintoweak,0.0,0.3,Neutral
cannabi healthcar biotech syndro insi first fda approv dronabinol solut oral use,0.25,0.3333333333333333,Positive
hibbett sport inc hibb receiv averag rate hold brokerag,0.0,0.0,Neutral
offic depot odp rate increas buy zack invest research,0.0,0.0,Neutral
henri schein hsic upgrad zack invest research,0.0,0.0,Neutral
ddr ddr downgrad strong sell zack invest research,0.4333333333333333,0.7333333333333333,Positive
envis healthcar evhc stock rate lower zack invest research,0.0,0.0,Neutral
offic depot odp upgrad buy zack invest research,0.0,0.0,Neutral
ddr ddr downgrad strong sell zack invest research,0.4333333333333333,0.7333333333333333,Positive
henri schein hsic upgrad zack invest research,0.0,0.0,Neutral
hibbett sport inc hibb given consensu recommend hold brokerag,0.0,0.0,Neutral
trow max pain matur maxpain option,0.0,0.0,Neutral
hibbett sport inc hibb receiv averag rate hold brokerag,0.0,0.0,Neutral
cdix start come thru rev bounc mtg xlv celg endp gild czr ngd luv hal gern gld,0.0,0.0,Neutral
uniteddominionrealtytrust udr bidaskscor downgrad held,0.0,0.0,Neutral
xlnx new insid file madden william christoph transact code,0.1363636363636363,0.4545454545454545,Positive
new uoa detect lyb call option expir trade bought ask,0.1363636363636363,0.4545454545454545,Positive
genocea genit herp viru vaccin gen may work alreadi know gen,0.0,0.0,Neutral
analyst anticip hcp inc hcp announc quarterli sale million,0.0,0.0,Neutral
million sale expect hcp inc hcp quarter,0.0,0.0,Neutral
evhc new insid file shelton jame transact code,0.1363636363636363,0.4545454545454545,Positive
trend revers alert amg affili manag group tradeidea via free trade room,0.4,0.8,Positive
patterson energi inc pten nasdaq form continu wedg bullish chartpattern bullish signal,0.0,0.0,Neutral
zack analyst expect hcp inc hcp post earn per share,0.0,0.0,Neutral
hormel food corp hrl expect post quarterli sale billion,0.0,0.0,Neutral
analyst anticip hormel food corp hrl post earn per share,0.0,0.0,Neutral
zack brokerag anticip hormel food corp hrl post quarterli sale billion,0.0,0.0,Neutral
want latest upgrad amp downgrad data dhr aee amtd pkg checkout marketbeat daili,0.5,0.9,Positive
rost price close dynam support still play around line least resist time,-0.3,0.4,Negative
news one subsidiari mtg xlv celg endp gild czr ngd luv hal gern gld aig,0.0,0.0,Neutral
hrl new insid file nakason robert transact code,0.1363636363636363,0.4545454545454545,Positive
zack brokerag expect hca healthcar inc hca post quarterli sale billion,0.0,0.0,Neutral
mchp nasdaq trade amp invest technic outlook week juli new look hot stock video analysi predi,0.1931818181818181,0.6522727272727273,Positive
centerpoint energi cnp downgrad zack invest research,0.0,0.0,Neutral
activ bio acti cantargia canta senzagen senza bioartic bioab pled corlin clbio,0.0,0.0,Neutral
edison intern eix lift hold zack invest research,0.0,0.0,Neutral
news one subsidiari news immin merger qqq aapl tvix veon csco siri,0.0,0.0,Neutral
great posit meet full year disposit target said kim ross cooper note,0.575,0.65,Positive
bullish unusu option activ detect lyb,0.0,0.0,Neutral
analyst bearish mohawk industri inc mhk last week,0.0,0.0666666666666666,Neutral
bearish outlook mohawk industri inc mhk week,0.0,0.0,Neutral
analyst bullish mohawk industri inc mhk week,0.0,0.0,Neutral
analyst bullish mohawk industri inc mhk week,0.0,0.0,Neutral
analyst bearish side mohawk industri inc mhk week,0.0,0.0,Neutral
whirlpool whr coverag initi standpoint research,0.0,0.0,Neutral
aap advanc auto part inc sec file form,-0.1,0.6,Negative
udr inc udr analyst bullish side week,0.0,0.0,Neutral
aap alert new advanc auto part sec file stock news alert app,0.0181818181818181,0.5272727272727272,Positive
judg expert testifi roundup link cancer mon mon health scienc corporatelawsuit,0.0,0.0,Neutral
judg expert testifi roundup link cancer mon mon health scienc corporatelawsuit,0.0,0.0,Neutral
analyst bearish side udr inc udr week,0.0,0.0,Neutral
analyst adopt bullish outlook udr inc udr,0.0,0.0,Neutral
platform specialti product corpor pah upsid short interest decreas,0.0,0.3,Neutral
propel platform specialti product corpor pah lower short report,0.0,0.3,Neutral
buy platform specialti product corpor pah good idea,0.7,0.6000000000000001,Positive
aap advanc auto part inc sec file form,-0.1,0.6,Negative
investor brace impact patterson compani inc pdco roku inc roku pdco stock stockmarket,0.0,0.0,Neutral
recent aap technic alert bolling band squeez plu alert,0.0,0.25,Neutral
agro gene edit bay mon via sublicens dow sgmo combi patent grant today unit state patent,0.0,0.0,Neutral
short sale volum short interest dgaz trq xlk csco pff,0.0,0.3,Neutral
invest analyst weekli rate chang qorvo qrvo,0.0,0.0,Neutral
invest analyst weekli rate chang qorvo qrvo,0.0,0.0,Neutral
invest analyst weekli rate chang qorvo qrvo,0.0,0.0,Neutral
avb open interest matur high put high call maxpain option,0.1066666666666666,0.5266666666666667,Positive
salli mae slm stock watch stephen begun cover,0.0,0.0,Neutral
salli mae slm receiv anoth recommend wall street,0.0,0.0,Neutral
salli mae slm reach inflect point stephen coverag initi overweight,0.0,0.0,Neutral
stephen report initi salli mae slm,0.0,0.0,Neutral
eqt bad technic rate show decent setup pattern eqtecplc,-0.2666666666666666,0.6666666666666666,Negative
stephen begin coverag salli mae slm next,0.0,0.0,Neutral
lnt alliant energi million gain lnt made notabl gain,0.0,0.0,Neutral
platform specialti product pah stock price,0.0,0.0,Neutral
platform specialti product pah trade higher,0.25,0.5,Positive
hometown act learn mon aka dirti deed,0.0,0.0,Neutral
lyb septemb call bought stock around call bought,0.0,0.0,Neutral
nvcn neovasc ter cop vnq nbr bkd nrz gpk mrk wba xme vrx aqm disck gsat dwdp kim inpx lbtyk,0.0,0.0,Neutral
